CellID,CenterLatitude,CenterLongitude,CenterX_m,CenterY_m
Cell_197,36.0694091164923,126.900549273082,946020.009031845,1785998.22247157
Cell_198,36.0701264212436,127.06711998634,961020.009031845,1785998.22247157
Cell_199,36.070612253036,127.233695637282,976020.009031845,1785998.22247157
Cell_200,36.0708665942294,127.400274325975,991020.009031845,1785998.22247157
Cell_201,36.0708894355888,127.566854152271,1006020.00903184,1785998.22247157
Cell_202,36.0706807762848,127.733433215938,1021020.00903184,1785998.22247157
Cell_203,36.0702406238938,127.900009616802,1036020.00903184,1785998.22247157
Cell_204,36.0695689943974,128.066581454876,1051020.00903184,1785998.22247157
Cell_205,36.0686659121807,128.233146830499,1066020.00903184,1785998.22247157
Cell_206,36.0675314100299,128.399703844471,1081020.00903184,1785998.22247157
Cell_207,36.0661655291285,128.566250598188,1096020.00903184,1785998.22247157
Cell_208,36.064568319054,128.732785193775,1111020.00903184,1785998.22247157
Cell_209,36.0627398377721,128.899305734225,1126020.00903184,1785998.22247157
Cell_210,36.060680151631,129.06581032353,1141020.00903184,1785998.22247157
Cell_211,36.0583893353549,129.232297066819,1156020.00903184,1785998.22247157
Cell_212,36.1850043591345,126.64944410331,923520.009031845,1798988.60352834
Cell_213,36.1860733724897,126.816251394399,938520.009031845,1798988.60352834
Cell_214,36.1869099658103,126.983066518329,953520.009031845,1798988.60352834
Cell_215,36.1875141086611,127.149887564537,968520.009031845,1798988.60352834
Cell_216,36.1878857790617,127.316712622039,983520.009031845,1798988.60352834
Cell_217,36.1880249634892,127.48353977956,998520.009031845,1798988.60352834
Cell_218,36.1879316568794,127.650367125676,1013520.00903184,1798988.60352834
Cell_219,36.1876058626272,127.817192748951,1028520.00903184,1798988.60352834
Cell_220,36.1870475925866,127.98401473807,1043520.00903184,1798988.60352834
Cell_221,36.1862568670689,128.15083118198,1058520.00903184,1798988.60352834
Cell_222,36.1852337148414,128.317640170025,1073520.00903184,1798988.60352834
Cell_223,36.1839781731238,128.48443979208,1088520.00903184,1798988.60352834
Cell_224,36.1824902875847,128.651228138694,1103520.00903184,1798988.60352834
Cell_225,36.1807701123372,128.818003301222,1118520.00903184,1798988.60352834
Cell_226,36.1788177099327,128.98476337196,1133520.00903184,1798988.60352834
Cell_227,36.1766331513552,129.151506444287,1148520.00903184,1798988.60352834
Cell_228,36.1742165160139,129.318230612794,1163520.00903184,1798988.60352834
Cell_229,36.3014828709264,126.564649703235,916020.009031845,1811978.9845851
Cell_230,36.3026731402166,126.731701312621,931020.009031845,1811978.9845851
Cell_231,36.3036300157858,126.898761761963,946020.009031845,1811978.9845851
Cell_232,36.3043534627521,127.065829129651,961020.009031845,1811978.9845851
Cell_233,36.3048434547414,127.232901493584,976020.009031845,1811978.9845851
Cell_234,36.305099973889,127.399976931296,991020.009031845,1811978.9845851
Cell_235,36.3051230108424,127.567053520102,1006020.00903184,1811978.9845851
Cell_236,36.3049125647616,127.734129337236,1021020.00903184,1811978.9845851
Cell_237,36.3044686433195,127.901202459984,1036020.00903184,1811978.9845851
Cell_238,36.303791262701,128.068270965829,1051020.00903184,1811978.9845851
Cell_239,36.3028804476015,128.235332932584,1066020.00903184,1811978.9845851
Cell_240,36.3017362312239,128.402386438533,1081020.00903184,1811978.9845851
Cell_241,36.300358655276,128.569429562569,1096020.00903184,1811978.9845851
Cell_242,36.2987477699655,128.736460384332,1111020.00903184,1811978.9845851
Cell_243,36.2969036339954,128.903476984345,1126020.00903184,1811978.9845851
Cell_244,36.2948263145575,129.070477444153,1141020.00903184,1811978.9845851
Cell_245,36.2925158873262,129.237459846463,1156020.00903184,1811978.9845851
Cell_246,36.2899724364499,129.404422275278,1171020.00903184,1811978.9845851
Cell_247,36.4192076580725,126.64689711193,923520.009031845,1824969.36564187
Cell_248,36.4202858128032,126.814203800892,938520.009031845,1824969.36564187
Cell_249,36.4211295601968,126.981518415883,953520.009031845,1824969.36564187
Cell_250,36.4217388694304,127.148839023614,968520.009031845,1824969.36564187
Cell_251,36.422113718244,127.316163690365,983520.009031845,1824969.36564187
Cell_252,36.4222540929425,127.483490482124,998520.009031845,1824969.36564187
Cell_253,36.4221599883971,127.650817464722,1013520.00903184,1824969.36564187
Cell_254,36.4218314080459,127.818142703979,1028520.00903184,1824969.36564187
Cell_255,36.4212683638939,127.98546426584,1043520.00903184,1824969.36564187
Cell_256,36.4204708765112,128.152780216515,1058520.00903184,1824969.36564187
Cell_257,36.419438975031,128.320088622621,1073520.00903184,1824969.36564187
Cell_258,36.418172697147,128.487387551319,1088520.00903184,1824969.36564187
Cell_259,36.4166720891093,128.654675070457,1103520.00903184,1824969.36564187
Cell_260,36.4149372057194,128.821949248704,1118520.00903184,1824969.36564187
Cell_261,36.4129681103251,128.989208155696,1133520.00903184,1824969.36564187
Cell_262,36.4107648748136,129.156449862169,1148520.00903184,1824969.36564187
Cell_263,36.4083275796043,129.323672440101,1163520.00903184,1824969.36564187
Cell_264,36.5356761605709,126.561836865466,916020.009031845,1837959.74669864
Cell_265,36.5368765946245,126.729390707655,931020.009031845,1837959.74669864
Cell_266,36.5378416420261,126.896953495302,946020.009031845,1837959.74669864
Cell_267,36.5385712674496,127.064523283873,961020.009031845,1837959.74669864
